time,lat,lon,depth,chla_acs
43581.30625,36.108247,-157.999171,6,0.176376
43581.30556,36.111223,-157.999146,6,0.177276
43581.30486,36.114182,-157.999075,6,0.179324
43581.30417,36.117147,-157.999113,6,0.182341
43581.30347,36.120125,-157.999123,6,0.178578
43581.30278,36.123088,-157.999172,6,0.175215
43581.30208,36.126017,-157.999234,6,0.174946
43581.30139,36.128997,-157.999274,6,0.175895
43581.30069,36.131982,-157.999316,6,0.176378
43581.3,36.134954,-157.999373,6,0.178438
43581.29931,36.137915,-157.999396,6,0.186149
43581.29861,36.140875,-157.999364,6,0.178461
43580.94167,37.632604,-158.002785,6,0.306386
43580.94097,37.635523,-158.002983,6,0.302092
43580.94028,37.63843,-158.002827,6,0.301927
43580.93958,37.641355,-158.002615,6,0.298904
43580.93889,37.644243,-158.002427,6,0.299281
43580.93819,37.647162,-158.002214,6,0.303735
43580.9375,37.650067,-158.002018,6,0.305715
43580.93681,37.652978,-158.001868,6,0.305179
43580.93611,37.655863,-158.001671,6,0.301517
43580.93542,37.658794,-158.001476,6,0.301609
43580.93472,37.661742,-158.00125,6,0.304841
43580.93403,37.664676,-158.001049,6,0.30398
43580.93333,37.667576,-158.000838,6,0.306575
43580.93264,37.670483,-158.000661,6,0.304628
43580.93194,37.673401,-158.000491,6,0.301174
43580.93125,37.676279,-158.000393,6,0.301994
43580.93056,37.679179,-158.000258,6,0.297174
43580.92986,37.682104,-158.000106,6,0.295345
43580.92917,37.684992,-158.000025,6,0.294813
43580.92847,37.687859,-157.999951,6,0.294018
43580.92778,37.690763,-157.999786,6,0.299279
43580.92708,37.69365,-157.999667,6,0.296858
43580.92639,37.696545,-157.999457,6,0.296416
43580.92569,37.699454,-157.999289,6,0.297393
43580.925,37.702357,-157.999117,6,0.301
43580.92431,37.705244,-157.99898,6,0.303615
43580.92361,37.708131,-157.998865,6,0.310523
43580.91597,37.740131,-157.997906,6,0.2985
43580.91528,37.743015,-157.997843,6,0.294402
43580.91458,37.745888,-157.997818,6,0.29739
43580.91389,37.748765,-157.997846,6,0.302292
43580.91319,37.751631,-157.997809,6,0.298538
43580.9125,37.75449,-157.997957,6,0.297389
43580.91181,37.757351,-157.998125,6,0.297677
43580.91111,37.760171,-157.99827,6,0.301808
43580.91042,37.762994,-157.998448,6,0.303394
43580.90972,37.765864,-157.998614,6,0.30342
43580.90903,37.768715,-157.998813,6,0.301901
43580.90833,37.771552,-157.99898,6,0.303387
43580.90764,37.774423,-157.999028,6,0.308036
43580.90694,37.77729,-157.999073,6,0.299397
43580.90625,37.780164,-157.99911,6,0.292049
43580.90556,37.783055,-157.999125,6,0.292888
43580.90486,37.785938,-157.999183,6,0.289808
43580.90417,37.788798,-157.999177,6,0.290783
43580.90347,37.791618,-157.999182,6,0.282468
43580.90278,37.794439,-157.9992,6,0.294637
43580.90208,37.797315,-157.99919,6,0.29758
43580.90139,37.800171,-157.999223,6,0.303164
43580.90069,37.803032,-157.999284,6,0.306762
43580.9,37.805882,-157.999325,6,0.306694
43580.89931,37.808763,-157.999323,6,0.308538
43580.89861,37.811642,-157.999358,6,0.313724
43580.89792,37.814527,-157.999369,6,0.31321
43580.89722,37.817403,-157.999352,6,0.316967
43580.89653,37.820256,-157.999405,6,0.316283
43580.89583,37.82312,-157.999455,6,0.316903
43580.89514,37.825988,-157.999492,6,0.317398
43580.89444,37.828845,-157.999574,6,0.321118
43580.89375,37.831709,-157.999649,6,0.317942
43580.89306,37.834579,-157.999641,6,0.321058
43580.89236,37.837429,-157.999667,6,0.320944
43580.89167,37.840274,-157.999699,6,0.332399
43580.89097,37.843099,-157.999746,6,0.33321
43580.89028,37.845928,-157.999791,6,0.337552
43580.88958,37.848779,-157.999857,6,0.335525
43580.88889,37.85163,-157.999951,6,0.339873
43580.88819,37.85445,-158.000026,6,0.347588
43580.8875,37.857305,-158.000102,6,0.346992
43580.88681,37.860167,-158.000144,6,0.350668
43580.88611,37.863001,-158.000167,6,0.368129
43580.88542,37.865844,-158.000237,6,0.369391
43580.88472,37.868686,-158.000305,6,0.374973
43580.88403,37.871535,-158.000318,6,0.381898
43580.88333,37.874385,-158.000344,6,0.392582
43580.88264,37.877248,-158.000389,6,0.392247
43580.88194,37.880103,-158.000349,6,0.378108
43580.87431,37.911461,-158.000318,6,0.330169
43580.87361,37.914371,-158.000345,6,0.332836
43580.87292,37.917302,-158.000349,6,0.330075
43580.87222,37.920244,-158.000284,6,0.330208
43580.87153,37.923181,-158.000278,6,0.332271
43580.87083,37.926099,-158.000208,6,0.336212
43580.87014,37.929017,-158.000241,6,0.335271
43580.86944,37.931913,-158.000247,6,0.328955
43580.86875,37.934785,-158.000234,6,0.327049
43580.86806,37.937675,-158.000238,6,0.326628
43580.86736,37.94058,-158.0002,6,0.327649
43580.86667,37.943477,-158.000227,6,0.328514
43580.86597,37.946379,-158.000219,6,0.323236
43580.86528,37.949245,-158.00025,6,0.320312
43580.86458,37.952134,-158.000323,6,0.320297
43580.86389,37.955013,-158.000325,6,0.32007
43580.86319,37.957916,-158.000367,6,0.318823
43580.8625,37.960839,-158.000384,6,0.318593
43580.86181,37.96376,-158.000403,6,0.312192
43580.86111,37.966696,-158.000396,6,0.31567
43580.86042,37.969647,-158.000401,6,0.308149
43580.85972,37.972582,-158.000356,6,0.310006
43580.85903,37.975515,-158.000352,6,0.310654
43580.85833,37.978446,-158.000312,6,0.304611
43580.85764,37.981361,-158.000255,6,0.30275
43580.85694,37.984275,-158.000231,6,0.307829
43580.85625,37.987179,-158.00028,6,0.306712
43580.85556,37.990087,-158.000281,6,0.308236
43580.85486,37.992987,-158.000318,6,0.31263
43580.85417,37.995881,-158.000358,6,0.30952
43580.85347,37.998763,-158.000362,6,0.309908
43580.85278,38.001657,-158.000409,6,0.316405
43580.85208,38.004553,-158.000507,6,0.317406
43580.85139,38.007421,-158.000585,6,0.324157
43580.85069,38.010279,-158.000754,6,0.319694
43580.85,38.013138,-158.000896,6,0.323534
43580.84931,38.015999,-158.001101,6,0.324011
43580.84861,38.018879,-158.001232,6,0.318739
43580.84792,38.021777,-158.001395,6,0.322623
43580.84722,38.024675,-158.00155,6,0.317869
43580.84653,38.027563,-158.001648,6,0.31849
43580.84583,38.030442,-158.001591,6,0.319398
43580.84514,38.033308,-158.001591,6,0.314868
43580.84444,38.036171,-158.001584,6,0.318322
43580.84375,38.039037,-158.00152,6,0.318146
43580.84306,38.041936,-158.001451,6,0.319088
43580.84236,38.044819,-158.001444,6,0.317341
43580.84167,38.047677,-158.001477,6,0.320729
43580.84097,38.050556,-158.001493,6,0.325976
43580.84028,38.053425,-158.001507,6,0.324852
43580.83264,38.085212,-158.001421,6,0.376021
43580.83194,38.088111,-158.001455,6,0.373982
43580.83125,38.090998,-158.001497,6,0.377595
43580.83056,38.093871,-158.001551,6,0.388004
43580.82986,38.09676,-158.001574,6,0.392508
43580.82917,38.099643,-158.001555,6,0.398441
43580.82847,38.102544,-158.001583,6,0.402801
43580.82778,38.105448,-158.001545,6,0.405571
43580.82708,38.108397,-158.001533,6,0.406201
43580.82639,38.111348,-158.001504,6,0.401837
43580.82569,38.11428,-158.001502,6,0.40155
43580.825,38.117223,-158.001525,6,0.396909
43580.82431,38.120189,-158.001505,6,0.391966
43580.82361,38.123171,-158.001535,6,0.394468
43580.82292,38.126154,-158.001505,6,0.384724
43580.82222,38.129112,-158.001523,6,0.370071
43580.82153,38.13206,-158.001513,6,0.367583
43580.82083,38.135016,-158.001552,6,0.369231
43580.82014,38.137958,-158.001583,6,0.373621
43580.81944,38.140952,-158.001482,6,0.368087
43580.81875,38.143977,-158.00131,6,0.374597
43580.81806,38.146996,-158.00121,6,0.384574
43580.81736,38.149994,-158.001079,6,0.394949
43580.81667,38.152973,-158.000959,6,0.423603
43580.81597,38.155936,-158.000863,6,0.449405
43580.81528,38.158916,-158.000746,6,0.458
43580.81458,38.161916,-158.000585,6,0.461365
43580.81389,38.164915,-158.000513,6,0.461346
43580.81319,38.167918,-158.000384,6,0.471642
43580.8125,38.170928,-158.000266,6,0.474092
43580.81181,38.173938,-158.00018,6,0.471915
43580.81111,38.176954,-158.000142,6,0.471334
43580.81042,38.179977,-158.000128,6,0.474846
43580.80972,38.182997,-158.000071,6,0.479443
43580.80903,38.186008,-158.000002,6,0.484808
43580.80833,38.189003,-157.999934,6,0.482544
43580.80764,38.192001,-157.99989,6,0.481207
43580.80694,38.195009,-157.999809,6,0.481508
43580.80625,38.198026,-157.999823,6,0.485237
43580.80556,38.201031,-157.999816,6,0.487027
43580.80486,38.204038,-157.999756,6,0.482071
43580.80417,38.207042,-157.999737,6,0.487773
43580.80347,38.210077,-157.999713,6,0.483781
43580.80278,38.213094,-157.999706,6,0.484724
43580.80208,38.216118,-157.999629,6,0.482396
43580.80139,38.219161,-157.999628,6,0.483386
43580.80069,38.222183,-157.99959,6,0.489952
43580.8,38.225177,-157.999613,6,0.485262
43580.79931,38.228187,-157.999586,6,0.488207
43580.79861,38.231201,-157.999546,6,0.490841
43580.79097,38.264383,-157.999604,6,0.451501
43580.79028,38.267383,-157.999665,6,0.447973
43580.78958,38.270386,-157.999721,6,0.440951
43580.78889,38.27342,-157.999754,6,0.444751
43580.78819,38.276464,-157.999756,6,0.43588
43580.7875,38.279502,-157.999778,6,0.429128
43580.78681,38.282541,-157.999792,6,0.434131
43580.78611,38.285599,-157.999791,6,0.434171
43580.78542,38.288673,-157.999788,6,0.436758
43580.78472,38.29174,-157.99979,6,0.44313
43580.78403,38.294781,-157.999785,6,0.446126
43580.78333,38.297843,-157.999751,6,0.456582
43580.78264,38.300877,-157.999732,6,0.449257
43580.78194,38.303941,-157.999693,6,0.448572
43580.78125,38.307018,-157.999678,6,0.415818
43580.78056,38.310066,-157.999615,6,0.407317
43580.77986,38.313089,-157.999624,6,0.390379
43580.77917,38.316143,-157.999611,6,0.376776
43580.77847,38.319209,-157.999603,6,0.365422
43580.77778,38.322283,-157.999617,6,0.359386
43580.77708,38.325346,-157.999647,6,0.353343
43580.77639,38.328406,-157.999659,6,0.34759
43580.77569,38.331473,-157.999678,6,0.339163
43580.775,38.334539,-157.999636,6,0.321021
43580.77431,38.3376,-157.999633,6,0.327433
43580.77361,38.340636,-157.999648,6,0.313532
43580.77292,38.343726,-157.999664,6,0.310239
43580.77222,38.346829,-157.999664,6,0.312384
43580.77153,38.349894,-157.999664,6,0.307946
43580.77083,38.352986,-157.999696,6,0.307167
43580.77014,38.356086,-157.999722,6,0.312005
43580.76944,38.359183,-157.999767,6,0.324738
43580.76875,38.36228,-157.999751,6,0.321549
43580.76806,38.36537,-157.999754,6,0.324565
43580.76736,38.368463,-157.99979,6,0.320887
43580.76667,38.37154,-157.999823,6,0.312814
43580.76597,38.374626,-157.999814,6,0.318385
43580.76528,38.37771,-157.999846,6,0.307327
43580.76458,38.380769,-157.99989,6,0.29647
43580.76389,38.383838,-157.99991,6,0.291405
43580.76319,38.386885,-158.000024,6,0.291961
43580.7625,38.389952,-158.000014,6,0.297616
43580.76181,38.393039,-158.000027,6,0.292382
43580.76111,38.39613,-158.000036,6,0.297057
43580.76042,38.399199,-158.000123,6,0.296886
43580.75972,38.402264,-158.000164,6,0.297787
43580.75903,38.405338,-158.000115,6,0.30056
43580.75833,38.408401,-158.000015,6,0.301366
43580.75764,38.411457,-158.000013,6,0.300386
43580.75694,38.414491,-158.000014,6,0.299071
43580.74931,38.44839,-158.000192,6,0.34628
43580.74861,38.451514,-158.000203,6,0.342354
43580.74792,38.454622,-158.000128,6,0.333895
43580.74722,38.457729,-157.999977,6,0.329336
43580.74653,38.460853,-157.999854,6,0.328535
43580.74583,38.463952,-157.99979,6,0.315818
43580.74514,38.467036,-157.999712,6,0.299397
43580.74444,38.47012,-157.999616,6,0.293383
43580.74375,38.47317,-157.999574,6,0.284236
43580.74306,38.47626,-157.999495,6,0.271341
43580.74236,38.479321,-157.99941,6,0.267805
43580.74167,38.482357,-157.999426,6,0.259468
43580.74097,38.48542,-157.99946,6,0.254937
43580.74028,38.488479,-157.999484,6,0.240837
43580.73958,38.491521,-157.999585,6,0.238495
43580.73889,38.494609,-157.99963,6,0.244201
43580.73819,38.497688,-157.999693,6,0.244912
43580.7375,38.500797,-157.999698,6,0.253777
43580.73681,38.50388,-157.999711,6,0.261822
43580.73611,38.50697,-157.999748,6,0.277338
43580.73542,38.510062,-157.999712,6,0.280617
43580.73472,38.51318,-157.999683,6,0.287638
43580.73403,38.516269,-157.999726,6,0.294337
43580.73333,38.51935,-157.999726,6,0.315083
43580.73264,38.522429,-157.999663,6,0.32952
43580.73194,38.525507,-157.999613,6,0.34007
43580.73125,38.528613,-157.999541,6,0.346711
43580.73056,38.531702,-157.999407,6,0.352195
43580.72986,38.534791,-157.999283,6,0.356684
43580.72917,38.537863,-157.999156,6,0.352124
43580.72847,38.540957,-157.999083,6,0.351403
43580.72778,38.544049,-157.999051,6,0.351934
43580.72708,38.547105,-157.99904,6,0.347686
43580.72639,38.550186,-157.999072,6,0.345174
43580.72569,38.55325,-157.999137,6,0.342001
43580.725,38.556319,-157.999213,6,0.335975
43580.72431,38.559399,-157.999349,6,0.338484
43580.72361,38.562492,-157.999498,6,0.338569
43580.72292,38.565565,-157.999659,6,0.340101
43580.72222,38.568645,-157.999739,6,0.340259
43580.72153,38.571728,-157.999891,6,0.344227
43580.72083,38.57481,-158.000027,6,0.345102
43580.72014,38.577908,-158.000019,6,0.352116
43580.71944,38.580995,-158.000079,6,0.358897
43580.71875,38.584098,-158.000101,6,0.366145
43580.71806,38.587201,-158.000177,6,0.367101
43580.71736,38.590316,-158.000247,6,0.36428
43580.71667,38.59343,-158.000316,6,0.367591
43580.71597,38.596529,-158.000318,6,0.380462
43580.71528,38.599589,-158.000195,6,0.362017
43580.70764,38.633435,-157.999312,6,0.413491
43580.70694,38.636511,-157.999281,6,0.415486
43580.70625,38.6396,-157.999315,6,0.411921
43580.70556,38.642664,-157.999406,6,0.414142
43580.70486,38.645721,-157.999492,6,0.41055
43580.70417,38.6488,-157.999575,6,0.408079
43580.70347,38.651881,-157.999531,6,0.409668
43580.70278,38.654955,-157.999555,6,0.406889
43580.70208,38.658039,-157.999617,6,0.405871
43580.70139,38.661129,-157.999646,6,0.405715
43580.70069,38.664219,-157.999666,6,0.405206
43580.7,38.667301,-157.999675,6,0.406906
43580.69931,38.670426,-157.999733,6,0.406378
43580.69861,38.673445,-157.999761,6,0.405554
43580.69792,38.676495,-157.999839,6,0.408706
43580.69722,38.679515,-157.999965,6,0.407776
43580.69653,38.682595,-157.999997,6,0.408694
43580.69583,38.68572,-158.000096,6,0.408269
43580.69514,38.688801,-158.000127,6,0.409502
43580.69444,38.691818,-158.000181,6,0.415387
43580.69375,38.694924,-158.0002,6,0.417811
43580.69306,38.697999,-158.000125,6,0.418829
43580.69236,38.701073,-158.000021,6,0.42446
43580.69167,38.704197,-157.999918,6,0.422653
43580.69097,38.707226,-157.999782,6,0.431455
43580.69028,38.710307,-157.999644,6,0.433121
43580.68958,38.713381,-157.999559,6,0.434926
43580.68889,38.71643,-157.999501,6,0.434046
43580.68819,38.719472,-157.999408,6,0.439708
43580.6875,38.722566,-157.999277,6,0.434864
43580.68681,38.725639,-157.999176,6,0.425757
43580.68611,38.728668,-157.99918,6,0.422987
43580.68542,38.731692,-157.999195,6,0.423771
43580.68472,38.734746,-157.999229,6,0.419696
43580.68403,38.737825,-157.99928,6,0.41418
43580.68333,38.740931,-157.999361,6,0.411668
43580.68264,38.744018,-157.999405,6,0.415148
43580.68194,38.747118,-157.999438,6,0.413344
43580.68125,38.750208,-157.999434,6,0.40677
43580.68056,38.753297,-157.999449,6,0.401805
43580.67986,38.756342,-157.999472,6,0.397763
43580.67917,38.759441,-157.999511,6,0.384789
43580.67847,38.762546,-157.999557,6,0.382996
43580.67778,38.765676,-157.999637,6,0.38001
43580.67708,38.768798,-157.999733,6,0.368899
43580.67639,38.771953,-157.999757,6,0.361767
43580.67569,38.775099,-157.999768,6,0.357895
43580.675,38.778234,-157.999823,6,0.359879
43580.67431,38.781361,-157.999886,6,0.351623
43580.67361,38.784489,-157.999971,6,0.342005
43580.66597,38.818798,-157.999029,6,0.245613
43580.66528,38.8219,-157.998908,6,0.244401
43580.66458,38.825006,-157.998892,6,0.243483
43580.66389,38.828132,-157.998979,6,0.243591
43580.66319,38.831284,-157.999099,6,0.239574
43580.6625,38.834435,-157.999197,6,0.234433
43580.66181,38.837572,-157.999319,6,0.2389
43580.66111,38.840697,-157.999337,6,0.233709
43580.66042,38.843837,-157.999427,6,0.228899
43580.65972,38.846956,-157.999511,6,0.228414
43580.65903,38.85009,-157.999612,6,0.223363
43580.65833,38.853227,-157.999666,6,0.217086
43580.65764,38.856374,-157.99976,6,0.218308
43580.65694,38.859505,-157.999843,6,0.22053
43580.65625,38.862609,-158.000014,6,0.223101
43580.65556,38.865726,-158.00005,6,0.224752
43580.65486,38.868848,-157.999961,6,0.224665
43580.65417,38.871984,-157.999904,6,0.229991
43580.65347,38.875114,-157.99984,6,0.234765
43580.65278,38.878245,-157.999856,6,0.23117
43580.65208,38.881373,-157.999842,6,0.230204
43580.65139,38.88451,-157.999788,6,0.231512
43580.65069,38.887652,-157.999721,6,0.231753
43580.65,38.890777,-157.999718,6,0.224447
43580.64931,38.893881,-157.999748,6,0.224268
43580.64861,38.897013,-157.999682,6,0.230036
43580.64792,38.900159,-157.999638,6,0.235033
43580.64722,38.903316,-157.99966,6,0.232039
43580.64653,38.906468,-157.999672,6,0.231506
43580.64583,38.909615,-157.999686,6,0.230966
43580.64514,38.912743,-157.999799,6,0.230199
43580.64444,38.915855,-157.999861,6,0.232358
43580.64375,38.918967,-157.999898,6,0.221807
43580.64306,38.9221,-157.999987,6,0.224891
43580.64236,38.925234,-157.999932,6,0.223978
43580.64167,38.928347,-157.999878,6,0.22473
43580.64097,38.931442,-157.999803,6,0.21798
43580.64028,38.934524,-157.999791,6,0.215387
43580.63958,38.937603,-157.999773,6,0.21909
43580.63889,38.940664,-157.999737,6,0.222185
43580.63819,38.943731,-157.999699,6,0.217656
43580.6375,38.946815,-157.999664,6,0.213113
43580.63681,38.949909,-157.999582,6,0.217872
43580.63611,38.952976,-157.999537,6,0.220856
43580.63542,38.956055,-157.999463,6,0.218577
43580.63472,38.959143,-157.999296,6,0.222467
43580.63403,38.962232,-157.999179,6,0.218186
43580.63333,38.965297,-157.99914,6,0.221049
43580.63264,38.968361,-157.999048,6,0.223764
43580.63194,38.971417,-157.999028,6,0.21862
43580.62431,39.004866,-157.999441,6,0.240239
43580.62361,39.00788,-157.999454,6,0.23827
43580.62292,39.01094,-157.99943,6,0.238143
43580.62222,39.014032,-157.999382,6,0.236238
43580.62153,39.017116,-157.999355,6,0.240241
43580.62083,39.02019,-157.999389,6,0.248081
43580.62014,39.023265,-157.999397,6,0.253309
43580.61944,39.02636,-157.999411,6,0.253896
43580.61875,39.029431,-157.999424,6,0.256108
43580.61806,39.032491,-157.999421,6,0.256403
43580.61736,39.035556,-157.999462,6,0.269048
43580.61667,39.038604,-157.999491,6,0.263997
43580.61597,39.041652,-157.999562,6,0.271746
43580.61528,39.044718,-157.999607,6,0.269725
43580.61458,39.047775,-157.999616,6,0.272635
43580.61389,39.050799,-157.99956,6,0.277655
43580.61319,39.053822,-157.999493,6,0.277011
43580.6125,39.056851,-157.999498,6,0.277968
43580.61181,39.059871,-157.999521,6,0.283085
43580.61111,39.06289,-157.999513,6,0.28303
43580.61042,39.06592,-157.99948,6,0.287313
43580.60972,39.068951,-157.999519,6,0.290325
43580.60903,39.071976,-157.999458,6,0.286759
43580.60833,39.075004,-157.999405,6,0.28598
43580.60764,39.078043,-157.999315,6,0.286524
43580.60694,39.081042,-157.999233,6,0.282171
43580.60625,39.084066,-157.999143,6,0.294045
43580.60556,39.087119,-157.99905,6,0.297869
43580.60486,39.090163,-157.998944,6,0.305044
43580.60417,39.093189,-157.998972,6,0.304999
43580.60347,39.096213,-157.998992,6,0.314014
43580.60278,39.099234,-157.999012,6,0.319448
43580.60208,39.102266,-157.999064,6,0.328488
43580.60139,39.105288,-157.999087,6,0.327918
43580.60069,39.108333,-157.999129,6,0.330341
43580.6,39.111362,-157.999098,6,0.334544
43580.59931,39.114425,-157.999186,6,0.333255
43580.59861,39.117488,-157.999218,6,0.339601
43580.59792,39.120562,-157.999223,6,0.343588
43580.59722,39.123629,-157.999237,6,0.352365
43580.59653,39.126673,-157.999261,6,0.350963
43580.59583,39.129749,-157.999351,6,0.364458
43580.59514,39.132826,-157.999436,6,0.369356
43580.59444,39.135894,-157.999537,6,0.379041
43580.59375,39.138974,-157.999544,6,0.403335
43580.59306,39.142025,-157.999618,6,0.412095
43580.59236,39.145088,-157.999639,6,0.420377
43580.59167,39.148157,-157.999665,6,0.413941
43580.59097,39.151211,-157.999652,6,0.411056
43580.59028,39.154261,-157.999707,6,0.426098
43580.58264,39.188198,-158.000042,6,0.40858
43580.58194,39.191302,-158.000026,6,0.407952
43580.58125,39.194357,-158.000079,6,0.403983
43580.58056,39.197357,-158.000107,6,0.400632
43580.57986,39.200423,-157.999987,6,0.395792
43580.57917,39.203483,-157.999908,6,0.396474
43580.57847,39.206546,-157.999902,6,0.393306
43580.57778,39.209627,-157.999854,6,0.388377
43580.57708,39.21272,-157.999768,6,0.383036
43580.57639,39.215794,-157.999704,6,0.378282
43580.57569,39.218876,-157.999633,6,0.369269
43580.575,39.221972,-157.999561,6,0.358371
43580.57431,39.225076,-157.999466,6,0.356662
43580.57361,39.228188,-157.999373,6,0.353493
43580.57292,39.231286,-157.999272,6,0.344942
43580.57222,39.234375,-157.999207,6,0.335323
43580.57153,39.237473,-157.99915,6,0.322466
43580.57083,39.240559,-157.999113,6,0.324498
43580.57014,39.243624,-157.999102,6,0.315091
43580.56944,39.246696,-157.999049,6,0.310146
43580.56875,39.249782,-157.999017,6,0.298636
43580.56806,39.25288,-157.999029,6,0.295108
43580.56736,39.255955,-157.999056,6,0.294978
43580.56667,39.259031,-157.999081,6,0.290769
43580.56597,39.262105,-157.999033,6,0.291518
43580.56528,39.265172,-157.99909,6,0.288014
43580.56458,39.268271,-157.999082,6,0.282631
43580.56389,39.271369,-157.999102,6,0.276837
43580.56319,39.274437,-157.999144,6,0.273518
43580.5625,39.27751,-157.999245,6,0.268347
43580.56181,39.280585,-157.999303,6,0.265747
43580.56111,39.283694,-157.999409,6,0.266666
43580.56042,39.286751,-157.999532,6,0.26724
43580.55972,39.289836,-157.999685,6,0.266787
43580.55903,39.292947,-157.999733,6,0.262181
43580.55833,39.29605,-157.999822,6,0.260998
43580.55764,39.299155,-157.999896,6,0.259832
43580.55694,39.302249,-157.999998,6,0.254817
43580.55625,39.305347,-158.000124,6,0.256783
43580.55556,39.308428,-158.000202,6,0.254497
43580.55486,39.311482,-158.00031,6,0.25734
43580.55417,39.314529,-158.000466,6,0.260216
43580.55347,39.317601,-158.000597,6,0.258884
43580.55278,39.320672,-158.000728,6,0.262685
43580.55208,39.323733,-158.00091,6,0.267164
43580.55139,39.326788,-158.000984,6,0.265239
43580.55069,39.32987,-158.001025,6,0.271734
43580.55,39.332976,-158.001052,6,0.274877
43580.54931,39.336081,-158.001137,6,0.280557
43580.54861,39.339188,-158.001147,6,0.273731
43580.54097,39.372733,-157.999418,6,0.360985
43580.54028,39.375751,-157.999252,6,0.361265
43580.53958,39.37877,-157.99909,6,0.360515
43580.53889,39.381764,-157.998978,6,0.352158
43580.53819,39.384769,-157.998869,6,0.339142
43580.5375,39.387793,-157.998751,6,0.339372
43580.53681,39.390861,-157.998662,6,0.33917
43580.53611,39.393937,-157.998587,6,0.335803
43580.53542,39.397014,-157.998493,6,0.342556
43580.53472,39.400093,-157.998349,6,0.342872
43580.53403,39.403128,-157.998304,6,0.35288
43580.53333,39.406207,-157.998331,6,0.365962
43580.53264,39.40929,-157.998296,6,0.369939
43580.53194,39.412358,-157.998422,6,0.374059
43580.53125,39.415408,-157.998586,6,0.361919
43580.53056,39.418482,-157.998761,6,0.358391
43580.52986,39.421571,-157.998879,6,0.352865
43580.52917,39.424644,-157.99899,6,0.340476
43580.52847,39.427732,-157.999068,6,0.331337
43580.52778,39.430796,-157.999251,6,0.326524
43580.52708,39.433868,-157.99931,6,0.327729
43580.52639,39.436913,-157.99948,6,0.319317
43580.52569,39.439975,-157.99964,6,0.314584
43580.525,39.443047,-157.999743,6,0.318969
43580.52431,39.446153,-157.999819,6,0.314051
43580.52361,39.449238,-157.999877,6,0.31748
43580.52292,39.452331,-157.999975,6,0.309725
43580.52222,39.455425,-158.000018,6,0.310676
43580.52153,39.458517,-158.000091,6,0.312354
43580.52083,39.461615,-158.000169,6,0.315508
43580.52014,39.464694,-158.000182,6,0.327917
43580.51944,39.467762,-158.000058,6,0.327567
43580.51875,39.470832,-157.999948,6,0.327446
43580.51806,39.473846,-157.999931,6,0.32522
43580.51736,39.476872,-157.999853,6,0.326607
43580.51667,39.479926,-157.999842,6,0.332705
43580.51597,39.482994,-157.999768,6,0.323541
43580.51528,39.486037,-157.999711,6,0.328985
43580.51458,39.489077,-157.999734,6,0.325191
43580.51389,39.492126,-157.999733,6,0.326539
43580.51319,39.495164,-157.999832,6,0.326485
43580.5125,39.49823,-157.999867,6,0.325385
43580.51181,39.501314,-157.999931,6,0.323989
43580.51111,39.50436,-157.999982,6,0.334199
43580.51042,39.507416,-157.999982,6,0.339607
43580.50972,39.510478,-157.999983,6,0.338746
43580.50903,39.513537,-157.999995,6,0.334164
43580.50833,39.516586,-158.000048,6,0.335235
43580.50764,39.519632,-158.000061,6,0.352091
43580.50694,39.52269,-158.000076,6,0.351462
43580.49931,39.556419,-158.000105,6,0.413829
43580.49861,39.55949,-158.000171,6,0.408859
43580.49792,39.562587,-158.000169,6,0.404478
43580.49722,39.565703,-158.000133,6,0.407573
43580.49653,39.568787,-158.000134,6,0.404776
43580.49583,39.571846,-158.000199,6,0.407248
43580.49514,39.5749,-158.000174,6,0.409067
43580.49444,39.577956,-158.00014,6,0.407641
43580.49375,39.581002,-158.000154,6,0.404614
43580.49306,39.584056,-158.000176,6,0.402934
43580.49236,39.587139,-158.000165,6,0.400955
43580.49167,39.590204,-158.000206,6,0.402461
43580.49097,39.593253,-158.000173,6,0.396324
43580.49028,39.596308,-158.000169,6,0.390951
43580.48958,39.5994,-158.000169,6,0.392989
43580.48889,39.6025,-158.000146,6,0.389482
43580.48819,39.60562,-157.999989,6,0.393753
43580.4875,39.608726,-157.999915,6,0.393701
43580.48681,39.611824,-157.9998,6,0.392649
43580.48611,39.614919,-157.999687,6,0.397719
43580.48542,39.618023,-157.999598,6,0.400169
43580.48472,39.621116,-157.999527,6,0.403428
43580.48403,39.624207,-157.999455,6,0.404079
43580.48333,39.627306,-157.999364,6,0.412648
43580.48264,39.630424,-157.999322,6,0.413003
43580.48194,39.63352,-157.999266,6,0.423664
43580.48125,39.636607,-157.999242,6,0.425624
43580.48056,39.639708,-157.999177,6,0.423067
43580.47986,39.642832,-157.99918,6,0.42122
43580.47917,39.64593,-157.999135,6,0.417506
43580.47847,39.649026,-157.999163,6,0.413671
43580.47778,39.652102,-157.99919,6,0.412681
43580.47708,39.655185,-157.9992,6,0.410751
43580.47639,39.658246,-157.999181,6,0.413646
43580.47569,39.661317,-157.999162,6,0.42037
43580.475,39.664408,-157.999189,6,0.419387
43580.47431,39.667489,-157.999198,6,0.420894
43580.47361,39.670564,-157.999234,6,0.42551
43580.47292,39.673631,-157.999303,6,0.42594
43580.47222,39.676687,-157.99934,6,0.432634
43580.47153,39.679726,-157.999369,6,0.434336
43580.47083,39.682758,-157.999417,6,0.431787
43580.47014,39.685816,-157.999472,6,0.431648
43580.46944,39.688888,-157.999462,6,0.43181
